Immune cells	Malignant cells	Others
VKORC1L1	0.01674	0.09644	0.07288
VLDLR	0.00662	0.04225	0.12766
VMA21	0.17801	0.47271	0.1758
VMAC	0.0367	0.03262	0.0396
VMO1	0.23773	0.0076	0.0017
VMP1	1.03436	0.8491	0.71597
VN1R1	0.00209	0.05778	0.00743
VN1R10P	0	0.00071	0.00019
VN1R2	0.01584	0.01934	0.01882
VN1R4	0	0.00055	0
VN1R5	0	0.00167	0
VNN1	0.04879	0.00057	0.00012
VNN2	0.13381	0.00098	4e-05
VNN3	0.01055	0.00013	0
VOPP1	0.2863	0.40681	0.11671
DCAF1	0.09241	0.17522	0.10062
VPREB3	0.00027	0.00311	0
VPS11	0.13439	0.2026	0.22359
VPS13A	0.03022	0.07521	0.0224
VPS13A-AS1	0.00751	0.01211	0
VPS13B	0.32926	0.38181	0.31258
VPS13C	0.31656	0.21043	0.27549
VPS13D	0.11053	0.09447	0.10126
VPS16	0.16668	0.34687	0.14808
VPS18	0.12528	0.11151	0.16464
VPS25	0.27574	0.58585	0.2937
VPS26A	0.46094	0.37104	0.46213
VPS26B	0.05502	0.13378	0.04747
VPS28	0.75616	1.07991	0.89298
VPS29	0.83552	0.93203	0.6876
VPS33A	0.11885	0.21503	0.17843
VPS33B	0.05042	0.11137	0.10924
VPS35	0.60882	0.63011	0.54058
VPS36	0.19811	0.20148	0.15805
VPS37A	0.18397	0.26693	0.28654
VPS37B	0.09367	0.12858	0.03933
VPS37C	0.02201	0.02576	0.05979
VPS37D	0	0.00788	0.00018
VPS39	0.20107	0.28529	0.24922
VPS41	0.19308	0.3769	0.30243
VPS45	0.19364	0.4406	0.19449
VPS4A	0.20819	0.51051	0.59446
VPS4B	0.29813	0.29364	0.43681
VPS51	0.21406	0.3564	0.39216
VPS52	0.17306	0.30035	0.31629
VPS53	0.15297	0.22313	0.18877
VPS54	0.05417	0.08688	0.07585
VPS72	0.14595	0.50814	0.41338
VPS8	0.16975	0.1836	0.14977
VPS9D1	0.02784	0.04656	0.04428
VRK1	0.10135	0.20563	0.09264
VRK2	0.24855	0.04791	0.34766
VRK3	0.13035	0.23664	0.14097
VRTN	0.00063	0.00034	0.00032
VSIG1	0.05616	0.07084	0.05471
VSIG10	0.03159	0.11124	0.03124
VSIG10L	0.01561	0.00942	0.01072
VSIG2	8e-05	0.0019	0.00038
VSIG4	1.89362	0.00063	0
VSIG8	0.00213	0.00145	0.00201
VSNL1	0.00037	0.03367	0.00028
VSTM1	0.02651	0.00013	0
VSTM2A	4e-05	0.08879	0.00122
VSTM2B	0.00122	0.02478	0.11453
VSTM2L	0	0.0029	0
VSTM4	0.04703	0.11943	0.11868
VSTM5	0.00038	0.00787	0
VSX1	0.00096	0.00943	0.00277
VSX2	0.00014	8e-04	0.00352
VTA1	0.21121	0.52783	0.38471
VTCN1	0	0.00315	0
VTI1A	0.08559	0.06736	0.11245
VTI1B	0.40807	0.43275	0.48817
VTN	0.00704	0.00636	0.00708
VTRNA1-1	0.06891	0.00482	0
VTRNA1-2	0	0.00349	0
VTRNA1-3	0.00884	0.01111	0
VTRNA2-1	0.0026	0.00835	0.0113
VWA1	7e-04	0.01533	0.16712
VWA2	0.00237	0.01328	0.00154
VWA3A	0	0.00576	0.00086
VWA3B	3e-05	0.00582	0
VWA5A	0.10498	0.16574	0.2409
VWA5B1	0.00025	0.00367	0.00018
VWA5B2	0.00109	0.0053	0.00172
VWA7	0.00803	0.00304	5e-05
VWA8	0.05436	0.07247	0.06389
INTS14	0.11995	0.26999	0.16979
VWC2	0.00177	0.00488	0
VWC2L	0	0.01846	0
VWC2L-IT1	1e-04	6e-04	0.00042
VWCE	0.00108	0.04505	2e-05
VWDE	0.00071	0.00701	0
VWF	0.00359	0.00184	0.01309
WAC	0.24287	0.27081	0.36661
WAC-AS1	0.10654	0.16651	0.08623
WAPL	0.11315	0.08986	0.0724
WARS	0.4603	0.45947	0.36113
WARS2	0.04499	0.09793	0.04109
WAS	0.07102	0.00082	0
WASF1	0.00514	0.26854	0.43131
WASF2	0.63406	0.32615	0.56316
WASF3	0.0029	0.11573	0.04128
WASH2P	0.05862	0.0952	0.08
WASH3P	0.04188	0.07311	0.05313
WASH7P	0.08104	0.1544	0.08869
WASL	0.05482	0.35342	0.22645
WBP1	0.19172	0.38007	0.30636
WBP11	0.22298	0.35582	0.26499
WBP11P1	4e-05	0.00043	2e-04
WBP1L	0.25824	0.08068	0.07574
WBP2	0.46289	0.55414	1.15511
WBP2NL	0.00596	0.00266	0.00204
WBP4	0.0905	0.21713	0.22568
TCEAL9	0.15299	0.92749	0.59619
GALNT17	0	0.00258	8e-05
BUD23	0.40197	0.85838	0.42077
METTL27	0.02702	0.01309	0.00217
TMEM270	0	0.00221	0
WDFY1	0.15708	0.23497	0.22247
WDFY2	0.18679	0.166	0.26014
WDFY3	0.07119	0.0814	0.15178
WDFY3-AS2	0.02073	0.0311	0.08133
WDFY4	0.17735	0.00039	0.00011
WDHD1	0.01345	0.07475	0.01226
WDPCP	0.04819	0.10417	0.13968
WDR1	0.51258	0.55449	0.33616
WDR11	0.20049	0.13867	0.11819
WDR11-AS1	0.03266	0.04592	0.02367
WDR12	0.10303	0.29139	0.11429
WDR13	0.19667	0.48324	0.47443
CFAP52	0.00011	0.00962	0
WDR17	0.01652	0.08182	0.02854
WDR18	0.10913	0.4122	0.19522
WDR19	0.01828	0.12266	0.0642
WDR20	0.11211	0.20221	0.38433
WDR24	0.04762	0.09885	0.06733
WDR25	0.03828	0.08432	0.04984
WDR26	0.11867	0.13939	0.09004
WDR27	0.0186	0.05319	0.01631
WDR3	0.06338	0.22501	0.08953
WDR31	0.00643	0.03201	0.0183
WDR33	0.31747	0.4694	0.26933
WDR34	0.03276	0.40713	0.06422
WDR35	0.02501	0.13649	0.05664
WDR36	0.09476	0.1763	0.0722
WDR37	0.07834	0.05042	0.03646
WDR38	0.00057	0.00315	0
WDR4	0.05841	0.1189	0.05495
WDR41	0.20005	0.4059	0.27562
WDR43	0.17745	0.33816	0.1238
WDR44	0.10463	0.09269	0.18561
WDR45	0.3775	0.34215	0.31272
WDR45B	0.38421	0.67395	0.63436
WDR46	0.17626	0.28007	0.0827
WDR47	0.09159	0.28032	0.33265
WDR48	0.15062	0.30852	0.24649
WDR49	0.00454	0.0162	0
WDR5	0.04756	0.1432	0.1129
CFAP44	0.01084	0.04486	0.02026
CFAP44-AS1	0.00026	9e-04	0
WDR53	0.03432	0.07256	0.06428
WDR54	0.07723	0.41438	0.13531
WDR55	0.24575	0.24398	0.19538
WDR59	0.03645	0.09201	0.12067
WDR5B	0.04736	0.10088	0.077
WDR6	0.26176	0.7267	0.38139
WDR60	0.0526	0.27457	0.08949
WDR61	0.36657	0.61116	0.68122
WDR62	0.00614	0.05963	0.0107
WDR63	3e-04	0.00377	0.00095
WDR64	0.00024	0.00044	0
CFAP57	0.00039	0.00252	0.00659
WDR66	0.00435	0.01959	0.00345
WDR7	0.09309	0.09883	0.14559
WDR70	0.18942	0.23676	0.13854
WDR72	0.00016	0.00171	0
WDR73	0.11732	0.26403	0.16519
WDR74	0.18337	0.32538	0.23446
WDR75	0.12492	0.29794	0.17429
WDR76	0.03702	0.14878	0.03123
WDR77	0.18256	0.3279	0.18298
WDR78	0.00314	0.04083	0.00376
WDR81	0.12921	0.04594	0.04972
WDR82	0.10214	0.18799	0.08819
WDR83	0.05074	0.16729	0.14418
WDR83OS	0.62394	1.06032	0.71036
WDR86	2e-05	0.00838	0
WDR86-AS1	0.00938	0.0029	0
WDR87	0.00045	0.00063	0
WDR88	0.00194	0.00451	0.00184
WDR89	0.05691	0.13431	0.12498
WDR90	0.00821	0.05822	0.01498
WDR91	0.30606	0.14696	0.1368
WDR92	0.10795	0.1978	0.11206
WDR93	0.00015	0.00492	0
CFAP43	9e-05	0.00946	0.00499
WDSUB1	0.11146	0.14061	0.14859
WDTC1	0.04164	0.05243	0.08243
WDYHV1	0.07607	0.18858	0.17039
WEE1	0.01837	0.22125	0.00071
WEE2	0.00268	0.00283	0.00443
WFDC1	0.00216	0.00687	0.00388
WFDC10B	6e-05	0.00133	0
WFDC12	0.00142	0.00109	0
WFDC13	0	0.00097	0.00027
WFDC2	0	0.04025	0.01749
WFDC3	0.00012	0.00396	0.00323
WFDC8	0.02996	0.04152	0.02805
WFIKKN1	0.00017	0.00941	0.00022
WFIKKN2	0	0.00144	0.0051
WFS1	0.08401	0.14339	0.08137
WHAMM	0.06103	0.07667	0.05805
WHAMMP2	0.0214	0.03055	0.04128
NSD2	0.04661	0.20915	0.07622
NSD3	0.16504	0.34921	0.23149
PYM1	0.14409	0.15433	0.10003
WIF1	0.00021	0.00395	0
WIPF1	0.32534	0.05785	0.32363
WIPF2	0.06721	0.11083	0.13322
WIPF3	0.12732	0.08051	0.00496
WIPI1	0.37856	0.08046	0.09785
WIPI2	0.08083	0.11954	0.09717
WISP1	0.00405	0.04326	0.00322
WISP2	0	0.00394	0.01987
WISP3	0.00067	0.0011	0
WIZ	0.01348	0.0522	0.01577
WLS	0.12872	0.5585	0.05366
WNK1	0.24919	0.27124	0.49275
WNK2	0	0.01346	0
WNK3	0.00531	0.17575	0.03449
WNK4	0.00045	0.01183	0.00131
WNT1	0.00543	0.00137	0
WNT10A	0.00012	0.00222	0
WNT10B	0.00635	0.00241	0
WNT11	9e-05	0.00183	0.00037
WNT16	0.00485	0.02008	0
WNT2	0.00047	0.0014	0.00425
WNT2B	0.01624	0.01272	0.01101
WNT3	7e-05	0.01216	0.00047
WNT4	0.00274	0.0047	0.00204
WNT5A	0.13716	0.04119	0
WNT5B	0.01879	0.01622	0.02702
WNT6	0.00036	0.00203	0
WNT7A	0	0.01455	0
WNT7B	0.01963	0.03944	0.01223
WNT8B	0.00328	0.00085	0.0058
WNT9A	0	0.0014	0.00459
WNT9B	0.00011	0.00137	0
WRAP53	0.03447	0.12168	0.02842
WRAP73	0.12372	0.22967	0.18057
WRB	0.18252	0.84104	1.34497
WRN	0.04211	0.11676	0.02263
WRNIP1	0.01216	0.04927	0.06209
WSB1	1.2238	1.32395	1.52218
WSB2	0.08691	0.35888	0.31113
WSCD1	0.00396	0.26923	0.1016
WSCD2	0.00191	0.00175	0.00134
WT1	4e-05	0.00203	2e-04
WT1-AS	0	0.00279	0
WTAP	0.53142	0.61816	0.28799
WTAPP1	0.00209	0.00025	4e-05
WTIP	7e-05	0.00308	0
WWC1	0.01004	0.02304	0.01296
WWC2	0.02689	0.02115	0.02326
WWC2-AS2	0.00145	0.00035	0
WWC3	0.03171	0.05994	0.09615
WWOX	0.05989	0.161	0.26911
WWP1	0.0737	0.08584	0.16729
WWP2	0.17697	0.19692	0.29404
WWTR1	0.00785	0.21258	0.03745
WWTR1-AS1	0.00678	0.01445	0.0096
XAB2	0.04331	0.12459	0.09021
XAF1	0.25418	0.17879	0.05346
XBP1	0.34196	0.16598	0.09705
XCL1	0.0357	0.00283	0
XCL2	0.03921	0.00044	0
XCR1	0.00566	0.00033	0.00073
XDH	0.00254	0.00231	0.0018
XG	8e-05	0.00161	0.00095
XIAP	0.15267	0.23514	0.18702
XIRP1	0.01114	0.00159	0
XIRP2	0.00025	0.00101	0
XIST	0.24739	0.51041	0.23808
XK	0	0.00412	0.00161
XKR4	0	0.04454	0.00276
XKR6	0.00091	0.0247	0.00517
XKR7	1e-05	0.00133	0
XKR8	0.08314	0.05761	0.12056
XKR9	0.1706	0.24126	0.18501
XKRX	0.00022	0.00112	0
XPA	0.16444	0.28297	0.23444
XPC	0.14438	0.17829	0.18756
XPNPEP1	0.23472	0.31274	0.24077
XPNPEP2	0.00222	0.00169	0
XPNPEP3	0.15979	0.24718	0.20341
XPO1	0.18751	0.36171	0.20402
XPO4	0.06239	0.08153	0.05778
XPO5	0.06191	0.26035	0.06485
XPO6	0.09606	0.22622	0.29429
XPO7	0.06385	0.16894	0.08253
XPOT	0.15733	0.41585	0.24252
XPR1	0.09529	0.24006	0.05971
XRCC1	0.10741	0.23817	0.21903
XRCC2	0.04595	0.17221	0.05436
XRCC3	0.02416	0.06116	0.0259
XRCC4	0.09279	0.12618	0.07996
XRCC5	0.65086	1.08079	0.81704
XRCC6	0.93326	1.39571	1.09672
ATP23	0.04381	0.09518	0
XRN1	0.12188	0.12749	0.09531
XRN2	0.40703	0.63216	0.30357
XRRA1	0.04337	0.12607	0.10419
XXYLT1	0.02377	0.09052	0.03244
XYLB	0.02794	0.04413	0.01908
XYLT1	0.03338	0.08673	0.01751
XYLT2	0.04566	0.11422	0.06328
YAE1	0.05376	0.51282	0.24612
YAF2	0.10351	0.23861	0.08855
YAP1	0.00027	0.01852	0.00012
YARS	0.20721	0.39991	0.29349
YARS2	0.09366	0.19377	0.10678
YBEY	0.05161	0.13255	0.20472
YBX1	0.27362	0.4962	0.1385
YBX2	0.00013	0.00313	0.00043
YDJC	0.12613	0.08567	0.13193
YEATS2	0.11745	0.29243	0.287
YEATS4	0.16094	0.46122	0.13422
YES1	0.03531	0.2266	0.11048
YIF1A	0.29944	0.5956	0.64183
YIF1B	0.18329	0.24493	0.39681
YIPF1	0.22681	0.20028	0.22563
YIPF2	0.07265	0.15167	0.11735
YIPF3	0.50143	1.08113	0.90683
YIPF4	0.34502	0.47661	0.56373
YIPF5	0.24962	0.33173	0.33794
YIPF6	0.10591	0.23347	0.28658
YIPF7	3e-04	0.00584	0
YJEFN3	0.01467	0.08058	0.03077
YKT6	0.08532	0.2591	0.10568
YLPM1	0.07431	0.16884	0.115
YME1L1	0.2605	0.28659	0.24149
YOD1	0.0413	0.0692	0.04435
YPEL1	0.04309	0.08534	0.05062
YPEL2	0.078	0.02547	0.2782
YPEL3	0.184	0.14048	0.37461
YPEL4	0.00616	0.02831	0.05065
YPEL5	0.83694	0.5607	0.47382
YRDC	0.02151	0.04803	0.03779
YTHDC1	0.11388	0.16803	0.14167
YTHDC2	0.09271	0.12276	0.07495
YTHDF1	0.03855	0.10707	0.07218
YTHDF2	0.30641	0.80743	0.39181
YTHDF3	0.30177	0.34188	0.21952
YWHAB	1.1303	1.19654	1.2066
YWHAE	1.03184	2.24638	2.11981
YWHAG	0.151	0.53879	0.41005
YWHAH	0.54421	0.28428	0.11657
YWHAQ	0.7851	2.01447	2.70707
YWHAZ	1.55032	1.87074	1.88282
YY1	0.09357	0.12695	0.1096
YY1AP1	0.26763	0.40543	0.32326
YY1P2	0.00446	0.00555	0.00632
YY2	0.0044	0.0206	0.00745
ZACN	0.00175	0.00482	0.00102
ZADH2	0.02318	0.07696	0.02121
ZAN	3e-05	5e-05	0
ZAP70	0.09788	0.00223	0.00161
ZAR1	1e-04	0.00184	0
ZAR1L	0	0.00081	0
ZBBX	3e-05	0.00939	0
ZBED1	0.09226	0.20471	0.07211
ZBED2	0.01198	0.00017	0
ZBED3	0.00336	0.01467	0.02573
ZBED3-AS1	0.0064	0.03053	0.0618
ZBED4	0.03559	0.07159	0.03343
ZBED5	0.17851	0.3896	0.25133
ZBED6	0.11579	0.24214	0.21961
ZBP1	0.03785	0.01136	0.0072
ZBTB1	0.32755	0.23002	0.11387
ZBTB10	0.02181	0.06336	0.01522
ZBTB11	0.11662	0.16701	0.15751
ZBTB12	0.00165	0.003	0.00467
ZBTB14	0.04892	0.06259	0.05866
ZBTB16	0.34151	0.50819	0.85819
ZBTB17	0.08726	0.22479	0.22473
ZBTB18	0.01196	0.06401	0.02703
ZBTB2	0.0708	0.12333	0.09209
ZBTB20	0.10066	0.69361	0.41978
ZBTB20-AS1	0.00438	0.02224	0.00452
ZBTB21	0.07485	0.1024	0.07646
ZBTB22	0.01435	0.02801	0.01989
ZBTB24	0.05201	0.06079	0.06461
ZBTB25	0.06836	0.06138	0.04472
ZBTB26	0.04303	0.11556	0.04343
ZBTB3	0.07672	0.11413	0.12788
ZBTB32	0.00113	0.00824	0.00117
ZBTB33	0.11856	0.27306	0.10579
ZBTB34	0.01809	0.02591	0.02557
ZBTB37	0.02352	0.05268	0.02776
ZBTB38	0.12952	0.11277	0.32749
ZBTB39	0.02024	0.06149	0.0373
ZBTB4	0.08268	0.09547	0.09974
ZBTB40	0.06025	0.08867	0.04644
ZBTB41	0.0345	0.08934	0.089
ZBTB42	0.00352	0.01098	6e-05
ZBTB43	0.09312	0.14073	0.11354
ZBTB44	0.06621	0.07321	0.09622
ZBTB45	0.00976	0.0299	0.01561
ZBTB46	0.02148	0.0158	0
ZBTB47	0.01064	0.03585	0.05495
ZBTB48	0.09308	0.13562	0.06676
ZBTB49	0.02093	0.05933	0.03641
ZBTB5	0.02328	0.08625	0.05154
ZBTB6	0.04784	0.09638	0.10602
ZBTB7A	0.00728	0.01135	0.01339
ZBTB7B	0.02241	0.00682	0.02556
ZBTB7C	0.00142	0.00416	0.00272
ZBTB8A	0.09556	0.18083	0.10672
ZBTB8B	0.00185	0.05515	0.00329
ZBTB8OS	0.16559	0.2801	0.17689
ZBTB9	0.01883	0.11152	0.02896
ZC2HC1A	0.05076	0.23498	0.0676
ZC2HC1B	0.00067	0.00154	0.00231
ZC2HC1C	0.00711	0.02097	0.03202
ZC3H10	0.03741	0.07209	0.04516
ZC3H11A	0.21712	0.35611	0.18437
ZC3H12A	0.20246	0.03472	0.01607
ZC3H12B	0.00901	0.02843	0.0167
ZC3H12C	0.01674	0.05336	0.03817
ZC3H12D	0.06922	0.06733	0.04967
ZC3H13	0.18388	0.26632	0.38963
ZC3H14	0.18759	0.37956	0.27195
ZC3H15	0.44871	0.70045	0.37142
ZC3H18	0.03329	0.06644	0.03809
ZC3H3	0.10412	0.14243	0.08597
ZC3H4	0.03422	0.06979	0.03659
ZC3H6	0.03503	0.05523	0.03367
ZC3H7A	0.24751	0.35007	0.20534
ZC3H7B	0.03341	0.10333	0.12012
ZC3H8	0.05482	0.14	0.06901
ZC3HAV1	0.41444	0.26407	0.16447
ZC3HAV1L	0.02458	0.06603	0.01372
ZC3HC1	0.07121	0.30671	0.09797
ZC4H2	0.02204	0.17909	0.16345
ZCCHC10	0.138	0.23423	0.11486
TUT4	0.1333	0.22803	0.11065
ZCCHC12	0.01341	0.08199	0
ZCCHC14	0.02312	0.07124	0.02605
RTL4	0.00128	0.00163	0.00045
ZCCHC17	0.25151	0.62293	0.56365
ZCCHC18	0.00551	0.07394	9e-04
ZCCHC2	0.06587	0.03762	0.04757
ZCCHC24	0.0311	0.16735	0.6025
ZCCHC4	0.05742	0.12254	0.11109
TUT7	0.30073	0.13215	0.11165
ZCCHC7	0.10153	0.26081	0.19223
ZCCHC8	0.12994	0.16759	0.08624
ZCCHC9	0.10836	0.14101	0.04938
ZCRB1	0.17017	0.42897	0.47484
ZCWPW1	0.03576	0.0324	0.08336
ZCWPW2	0.01182	0.02404	0.01777
ZDBF2	0.01891	0.05184	0.0174
ZDHHC1	0.00253	0.01005	0.00209
ZDHHC11	0.00985	0.13003	0.57806
ZDHHC12	0.21111	0.10057	0.20578
ZDHHC13	0.07507	0.14241	0.15134
ZDHHC14	0.03048	0.03741	0.14647
ZDHHC15	0.00787	0.1522	0.02425
ZDHHC16	0.06681	0.14049	0.13021
ZDHHC17	0.10947	0.24255	0.29444
ZDHHC18	0.02546	0.04115	0.02286
ZDHHC19	0.00671	0.00104	0.00032
ZDHHC2	0.10168	0.07065	0.16221
ZDHHC20	0.14756	0.14745	0.7113
ZDHHC21	0.06205	0.12598	0.06974
ZDHHC22	0.00039	0.19736	0.01061
ZDHHC23	6e-04	0.02138	0.00429
ZDHHC24	0.1463	0.11382	0.212
ZDHHC3	0.06461	0.07441	0.04755
ZDHHC4	0.20403	0.5455	0.33082
ZDHHC5	0.11287	0.11593	0.0708
ZDHHC6	0.31707	0.24869	0.22815
ZDHHC7	0.11536	0.07191	0.04397
ZDHHC8	0.0139	0.03708	0.02126
ZDHHC8P1	0.01392	0.02184	0.01314
ZDHHC9	0.04332	0.29767	1.3911
ZEB1	0.06605	0.52404	0.00913
ZEB1-AS1	0.00583	0.06881	0
ZEB2	0.49158	0.48254	0.9695
ZEB2-AS1	0.0185	0.00801	0.01208
ZER1	0.05005	0.11943	0.14742
ZFAND1	0.17491	0.18616	0.20358
ZFAND2A	0.32466	0.39726	0.29332
ZFAND2B	0.12827	0.19714	0.21711
ZFAND3	0.04098	0.10494	0.05951
ZFAND4	0.02535	0.0226	0.04614
ZFAND5	0.64474	0.69194	0.54577
ZFAND6	0.65532	0.84783	0.47981
ZFAS1	0.79399	1.04569	0.6284
ZFAT	0.02669	0.03682	0.02481
ZFAT-AS1	0.00295	0.00242	0.00322
ZFC3H1	0.12642	0.11769	0.09048
ZFHX2	0.00282	0.03133	0.01484
ZFHX3	0.14782	0.06337	0.00951
ZFHX4	0.00075	0.15117	0.16944
ZFHX4-AS1	0.00053	0.07604	0.0236
ZFP1	0.03058	0.17019	0.11463
ZFP14	0.04423	0.11275	0.06039
ZFP2	0.00933	0.06625	0.02161
ZFP28	0.0087	0.07963	0.0357
ZFP3	0.07668	0.22163	0.11724
ZFP30	0.02678	0.15059	0.0622
ZFP36	2.22371	0.78706	0.57051
ZFP36L1	1.32987	0.5589	0.00466
ZFP36L2	0.8691	0.31535	0.13548
ZFP37	0.00489	0.18877	0.08858
ZFP41	0.02227	0.06294	0.06335
ZFP42	0.03658	0.04694	0.02959
ZFP57	0.00917	0.00251	0.08056
ZFP62	0.05368	0.18576	0.1042
ZFP64	0.02552	0.12134	0.04857
ZFP69	0.01642	0.03336	0.01349
ZFP69B	0.01784	0.12148	0.02527
ZFP82	0.04028	0.19273	0.0671
ZFP90	0.0741	0.20043	0.11151
ZFP91	0.10625	0.18258	0.18087
ZFP91-CNTF	0.00523	0.00726	0.00723
ZFP92	0.00041	0.00048	0
ZFPL1	0.08369	0.20285	0.26492
ZFPM1	0.00041	0.00086	2e-05
ZFPM2	0.00023	0.03688	0.00491
ZFR	0.24331	0.60482	0.57531
ZFR2	0.00256	0.05317	0.00842
ZFX	0.13201	0.17	0.0862
ZFX-AS1	0	0.00042	0
ZFY	0.04399	0.04118	0.06371
ZFYVE1	0.06793	0.13468	0.14412
ZFYVE16	0.10896	0.15562	0.48743
ZFYVE19	0.07649	0.07989	0.1982
RBSN	0.06192	0.17013	0.12826
ZFYVE21	0.19636	0.33751	0.48335
ZFYVE26	0.06577	0.07561	0.08089
ZFYVE27	0.16716	0.19899	0.27845
ZFYVE28	0.03681	0.03121	0.01853
ZFYVE9	0.01316	0.11088	0.06543
ZG16	0.01237	0.01021	0.00941
ZG16B	0.01195	0.00086	0
ZGLP1	0.02009	0.04164	0
ZGPAT	0.1502	0.22164	0.13753
ZHX1	0.09022	0.22783	0.11361
ZHX1-C8orf76	0.01669	0.02309	0.02596
ZHX2	0.02984	0.11433	0.20534
ZHX3	0.02504	0.18072	0.08399
ZIC1	0.00096	0.07314	0.00404
ZIC2	0.00017	0.02272	0
ZIC3	0.00108	2e-04	0
ZIC4	0.00017	0.02697	0.01139
ZIC5	0.00061	0.00813	0.00028
ZIK1	0.01912	0.14479	0.05244
ZIM2	0.00025	0.04474	0.04424
ZIM3	0.00434	0.006	0.0031
ZKSCAN1	0.1535	0.49782	0.54377
ZKSCAN2	0.00735	0.05039	0.01755
ZKSCAN3	0.12718	0.20168	0.12242
ZKSCAN4	0.05283	0.06698	0.06191
ZKSCAN5	0.03981	0.14466	0.04929
ZKSCAN7	0.03563	0.13988	0.06536
ZKSCAN8	0.11565	0.34753	0.23526
ZMAT1	0.14193	0.21523	0.14761
ZMAT2	0.18526	0.31275	0.23381
ZMAT3	0.10296	0.16722	0.0669
ZMAT4	0	0.03334	0.00208
ZMAT5	0.17231	0.28846	0.20887
ZMIZ1	0.17794	0.26094	0.19261
ZMIZ1-AS1	0.00653	0.00653	0.00356
ZMIZ2	0.06817	0.12042	0.11101
ZMPSTE24	0.23363	0.37765	0.39207
ZMYM1	0.05239	0.11775	0.04777
ZMYM2	0.12006	0.20336	0.16459
ZMYM3	0.06493	0.12149	0.06066
ZMYM4	0.06356	0.14199	0.06159
ZMYM5	0.17974	0.2892	0.34624
ZMYM6	0.1075	0.08015	0.08871
TMEM35B	0.52615	0.15516	0.10974
ZMYND10	0.00474	0.02012	0.01256
ZMYND11	0.09078	0.17887	0.26067
ZMYND12	0.00559	0.01482	0.02992
ZMYND15	0.01853	0.00083	0
ZMYND19	0.0119	0.04092	0.03188
ZMYND8	0.11825	0.23003	0.12582
ZNF10	0.0407	0.10362	0.01835
ZNF100	0.10857	0.22432	0.08676
ZNF101	0.05333	0.04817	0.04224
ZNF107	0.04307	0.16041	0.04584
ZNF114	0.03222	0.08582	0.02875
ZNF117	0.06335	0.2077	0.01677
ZNF12	0.02655	0.10768	0.03276
ZNF121	0.07746	0.27391	0.06643
ZNF124	0.25796	0.20934	0.07232
ZNF131	0.08809	0.26347	0.10069
ZNF132	0.01231	0.08549	0.05026
ZNF133	0.04183	0.12616	0.07041
ZNF134	0.07511	0.29418	0.15003
ZNF135	0.01039	0.16181	0.13956
ZNF136	0.09259	0.19857	0.0921
ZNF137P	0.01023	0.02246	0.00983
ZNF138	0.06745	0.3896	0.16824
ZNF14	0.0199	0.19741	0.07711
ZNF140	0.09568	0.32081	0.07646
ZNF141	0.08037	0.14672	0.04018
ZNF142	0.06489	0.11018	0.09215
ZNF143	0.10364	0.16349	0.07653
ZNF146	0.18346	0.66806	0.53913
ZNF148	0.09665	0.16133	0.08335
ZNF154	0.02129	0.17124	0.01812
ZNF155	0.03099	0.08627	0.01332
ZNF157	0.00227	0.02623	0.01396
ZNF16	0.02838	0.11383	0.09072
ZNF160	0.1089	0.24058	0.22255
ZNF165	0.03478	0.01839	0.00131
ZNF169	0.02177	0.02982	0.0195
ZNF17	0.04635	0.1185	0.03643
ZNF174	0.02875	0.12498	0.14538
ZNF175	0.01712	0.03504	0.01371
ZNF177	0.0232	0.19739	0.04771
ZNF18	0.05372	0.09339	0.04078
ZNF180	0.03396	0.11375	0.0391
ZNF181	0.04792	0.24666	0.14972
ZNF182	0.0397	0.09099	0.03568
ZNF184	0.05498	0.21581	0.06954
ZNF185	0.07706	0.01516	0.01355
ZNF189	0.04942	0.0895	0.18367
ZNF19	0.02538	0.03953	0.01413
ZNF195	0.10832	0.39787	0.16525
ZNF197	0.03637	0.16341	0.10207
ZNF20	0.00944	0.13489	0.0429
ZNF200	0.0467	0.1003	0.03582
ZNF202	0.0234	0.07122	0.05004
ZNF204P	0.01656	0.0412	0.02888
ZNF205	0.00892	0.03998	0.0124
ZNF207	0.80785	1.12801	0.84164
ZNF208	0.00399	0.0181	0.03183
ZNF211	0.08353	0.30743	0.15006
ZNF212	0.04003	0.14057	0.10602
ZNF213	0.01283	0.02941	0.01093
ZNF214	0.00364	0.0341	0.00086
ZNF215	0.00191	0.00224	0
ZNF217	0.16751	0.08526	0.00643
ZNF219	0.01112	0.04223	0.00232
ZNF22	0.19448	0.5254	0.26903
ZNF221	0.01312	0.11358	0.09067
ZNF222	0.02142	0.14525	0.04228
ZNF223	0.05155	0.08952	0.05644
ZNF224	0.07051	0.08488	0.07258
ZNF225	0.01958	0.06301	0.04631
ZNF226	0.10433	0.35753	0.18595
ZNF227	0.04978	0.25068	0.12214
ZNF23	0.05008	0.15439	0.13695
ZNF230	0.0169	0.05211	0.04364
ZNF232	0.04431	0.13625	0.02931
ZNF233	0.00505	0.0346	0.02205
ZNF234	0.04316	0.13944	0.06053
ZNF235	0.02299	0.07449	0.05224
ZNF236	0.04068	0.06573	0.04569
ZNF239	0.01	0.07494	0.00922
ZNF24	0.15378	0.35171	0.39753
ZNF248	0.10261	0.2287	0.15158
ZNF25	0.07725	0.16655	0.10768
ZNF250	0.03845	0.13371	0.05623
ZNF251	0.01951	0.09159	0.04306
ZNF252P	0.04879	0.09751	0.0545
